Player Name,Rounds,Fairway Percentage,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Phil Mickelson,90.0,52.91,300.3,64.88,28.11,58.36,70.098,1546,1,6,0.51,0.931,-0.225,0.555,0.091,4595187.0
Kevin Tway,110.0,52.61,310.1,66.88,29.15,56.77,70.8,577,0,3,0.052000000000000005,0.329,0.271,0.032,-0.026,1379544.0
Ollie Schniederjans,91.0,52.22,301.4,62.77,28.44,56.95,70.641,573,0,3,0.325,0.254,-0.41,0.09,0.25,1303610.0
Cameron Tringale,67.0,51.99,289.3,65.52,29.81,55.24,72.146,88,0,0,-0.104,-1.019,-1.351,0.348,0.08800000000000001,179459.0
Ricky Barnes,65.0,47.15,290.6,63.75,28.25,57.4,71.663,164,0,1,0.338,-0.365,-1.019,0.059,0.257,340591.0
Ryan Armour,63.0,72.73,278.8,69.96,29.88,58.31,70.965,222,0,1,-0.029,0.107,0.02,0.121,-0.005,443006.0
Boo Weekley,75.0,71.67,289.9,68.65,30.29,56.31,71.476,173,0,1,-0.954,-0.32299999999999995,0.634,0.425,-0.429,416929.0
Brian Stuard,93.0,71.49,272.3,63.59,28.92,57.99,71.72,285,0,0,-0.13699999999999998,-0.343,-0.34,0.171,-0.16399999999999998,588806.0
Jim Furyk,54.0,70.75,270.1,65.72,29.36,61.03,71.071,232,0,1,0.187,-0.023,-0.491,0.4920000000000001,-0.036000000000000004,558097.0
Chez Reavie,98.0,70.53,284.8,66.91,28.64,63.28,70.244,666,0,3,0.417,0.762,0.121,0.375,-0.073,1819207.0
William McGirt,89.0,70.06,284.8,67.23,29.61,57.08,71.15100000000002,499,0,3,-0.025,-0.067,0.257,-0.193,-0.13699999999999998,1225005.0
Francesco Molinari,75.0,69.8,291.9,67.22,28.91,62.95,69.80199999999999,1010,0,5,-0.08900000000000001,1.418,0.483,0.8420000000000001,0.128,2875850.0
Zac Blair,105.0,69.7,272.7,64.7,28.87,65.5,71.007,364,0,1,0.035,-0.044,-0.155,-0.141,0.218,788352.0
Søren Kjeldsen,58.0,69.21,273.6,62.02,29.0,51.64,71.39,283,0,1,0.473,-0.182,-0.424,-0.09,-0.142,722913.0
Graeme McDowell,56.0,69.15,279.0,62.55,28.2,58.52,70.62899999999998,331,0,0,0.563,0.5720000000000001,0.085,-0.036000000000000004,-0.111,639770.0
Jim Herman,77.0,69.02,292.5,68.07,29.77,56.15,70.931,553,0,2,-0.127,0.368,0.422,0.14300000000000002,-0.07,1205632.0
Ken Duke,77.0,68.62,274.2,63.69,29.38,56.47,72.078,98,0,0,-0.452,-0.887,-0.179,-0.256,0.0,225907.0
Kyle Stanley,104.0,68.55,296.5,70.39,29.63,58.35,69.98899999999999,1204,1,5,-0.309,0.951,0.659,0.562,0.038,3402106.0
Vaughn Taylor,90.0,68.28,282.4,66.67,29.0,60.52,71.044,369,0,0,0.139,0.106,-0.001,0.135,-0.168,797385.0
Steve Wheatcroft,51.0,68.24,280.5,60.99,28.51,63.64,71.577,138,0,1,0.479,-0.162,0.259,-0.953,0.054000000000000006,309518.0
Ben Crane,86.0,67.97,278.5,65.68,29.13,59.02,71.09100000000002,281,0,1,-0.155,-0.223,-0.15,-0.024,0.105,618483.0
Ryan Moore,82.0,67.9,288.0,65.05,29.04,56.74,70.741,671,0,2,-0.017,0.301,-0.006,0.498,-0.173,1751851.0
Spencer Levin,89.0,67.82,279.0,65.56,29.38,61.1,71.516,201,0,1,0.03,-0.4,-0.161,-0.195,-0.073,469730.0
Steven Alker,69.0,67.54,276.9,65.17,29.14,59.75,71.638,121,0,0,-0.309,-0.412,-0.289,-0.212,0.398,218681.0
Chad Campbell,97.0,67.21,285.6,69.07,29.51,64.63,70.509,616,0,3,-0.28600000000000003,0.405,0.041,0.506,0.14400000000000002,1329941.0
Alex Cejka,85.0,67.19,282.1,66.45,29.51,61.08,71.461,276,0,1,-0.359,-0.452,-0.02,-0.2,0.127,618171.0
Russell Knox,75.0,67.09,288.0,66.58,29.35,57.46,70.765,669,0,4,-0.349,-0.14400000000000002,0.102,0.181,-0.119,1643924.0
Kevin Kisner,105.0,67.0,288.7,66.43,28.79,62.5,70.294,1612,1,7,0.388,1.148,0.257,0.334,0.065,4766936.0
David Hearn,93.0,66.75,281.0,64.71,29.07,61.85,71.107,359,0,2,-0.052000000000000005,-0.096,-0.175,0.016,0.115,800710.0
Zach Johnson,81.0,66.54,286.8,64.16,28.52,60.08,70.393,839,0,4,0.417,0.584,-0.005,-0.006999999999999999,0.226,2362968.0
Keegan Bradley,104.0,66.23,299.4,68.93,29.36,59.49,70.437,794,0,5,-0.21600000000000005,0.629,0.625,0.139,0.004,1940478.0
K.J. Choi,72.0,66.23,282.2,63.05,28.97,60.36,71.618,143,0,0,0.17600000000000002,-0.264,-0.141,-0.511,0.213,292716.0
Roberto Castro,70.0,66.2,280.2,63.89,29.5,60.14,71.808,164,0,0,-0.447,-0.479,-0.244,0.099,0.031,367362.0
Kevin Streelman,90.0,66.01,294.0,66.67,29.47,60.04,70.873,541,0,2,-0.281,0.16899999999999998,0.292,0.197,-0.038,1313327.0
Richy Werenski,81.0,65.92,291.2,67.42,29.31,60.6,71.171,423,0,3,0.0,-0.223,0.203,-0.123,-0.303,890262.0
D.A. Points,68.0,65.83,278.1,66.83,29.56,55.67,71.315,435,1,1,-0.478,-0.406,-0.436,0.421,0.087,893700.0
Chris Stroud,67.0,65.7,286.8,66.2,29.03,59.33,70.815,627,1,3,-0.126,0.013,-0.094,0.173,0.06,1308445.0
Tim Wilkinson,64.0,65.68,279.5,63.98,28.67,62.77,70.95,233,0,0,0.009000000000000001,-0.053,-0.289,-0.31,0.5379999999999999,411459.0
Webb Simpson,102.0,65.51,286.2,65.26,28.52,65.15,70.018,1058,0,4,0.049,0.945,-0.036000000000000004,0.503,0.426,3209646.0
Brian Gay,82.0,65.47,278.7,63.53,28.32,62.3,70.585,426,0,3,0.451,0.282,-0.417,-0.006,0.254,942372.0
Matt Kuchar,95.0,65.36,285.1,66.6,28.7,65.78,69.806,1260,0,6,0.332,1.106,0.158,0.253,0.43,4282489.0
Lucas Glover,93.0,65.31,298.1,70.08,29.52,60.13,70.139,706,0,4,-0.026,0.933,0.502,0.301,0.14,1955822.0
Emiliano Grillo,90.0,65.29,293.0,67.06,29.28,56.55,70.798,518,0,2,-0.173,0.455,0.368,0.281,-0.116,1567015.0
Kyle Reifers,96.0,65.15,286.1,65.97,29.73,58.44,71.587,241,0,0,-0.276,-0.418,-0.023,-0.337,0.218,454570.0
J.J. Spaun,92.0,65.11,291.5,67.12,29.35,59.14,70.999,510,0,3,-0.027000000000000003,-0.07200000000000001,0.316,-0.122,-0.24,1122611.0
Rory Sabbatini,71.0,64.91,291.6,67.35,29.34,58.38,70.883,375,0,1,-0.35700000000000004,0.125,0.308,0.146,0.028,741617.0
Shane Lowry,52.0,64.86,295.1,67.53,29.53,55.51,70.667,361,0,1,0.479,1.088,0.5820000000000001,0.231,-0.277,831411.0
Martin Laird,83.0,64.82,296.1,65.61,28.92,60.94,70.45,676,0,5,0.253,0.8109999999999999,0.235,0.139,0.203,1759706.0
Rick Lamb,54.0,64.81,298.0,66.89,29.44,54.03,71.97800000000002,269,0,1,-0.254,-0.8240000000000001,0.6859999999999999,-0.578,-0.6779999999999999,524372.0
Sam Saunders,76.0,64.69,293.6,65.24,28.63,58.45,70.921,354,0,2,0.138,0.071,0.348,-0.136,-0.28,678117.0
Brett Stegmaier,78.0,64.66,288.7,66.74,29.97,50.11,72.115,131,0,0,-0.514,-1.265,-0.141,-0.117,-0.493,271031.0
John Huh,92.0,64.09,287.1,65.78,29.0,63.65,70.851,382,0,2,0.124,0.099,-0.049,-0.02,0.043,767575.0
Chris Kirk,89.0,63.93,287.0,66.73,29.18,54.73,71.255,467,0,3,-0.07400000000000001,-0.228,-0.315,0.101,0.059,1216047.0
Scott Brown,95.0,63.89,289.0,64.35,28.69,59.08,70.932,646,0,2,0.276,-0.068,0.14300000000000002,-0.225,-0.262,1748324.0
Graham DeLaet,82.0,63.68,301.1,68.57,29.41,56.51,70.376,640,0,6,0.29100000000000004,0.768,0.486,0.4270000000000001,-0.436,1603666.0
C.T. Pan,88.0,63.68,287.1,67.53,29.74,60.29,71.109,527,0,3,-0.013,-0.084,0.052000000000000005,-0.092,-0.034,1267649.0
Jason Bohn,75.0,63.67,275.9,63.15,29.39,57.11,72.133,73,0,0,-0.133,-1.141,-0.685,-0.246,-0.076,165910.0
Ben Martin,86.0,63.67,291.7,66.6,29.25,58.53,70.954,378,0,2,-0.044,0.163,0.138,0.297,-0.227,850319.0
Miguel Angel Carballo,63.0,63.61,288.1,64.91,29.6,54.72,72.363,81,0,0,-0.32,-1.358,0.139,-1.035,-0.142,186623.0
Paul Casey,94.0,63.46,297.0,69.96,29.02,64.52,69.469,1135,0,6,0.133,1.537,0.349,0.939,0.122,3906974.0
Hunter Mahan,73.0,63.4,294.5,64.55,29.58,58.06,71.811,130,0,0,0.268,-0.568,0.376,-0.8859999999999999,-0.326,277235.0
Julián Etulain,68.0,63.34,293.5,66.75,29.13,58.62,71.33800000000002,220,0,1,0.078,-0.307,-0.035,-0.292,-0.058,448214.0
Jason Dufner,89.0,63.3,294.5,67.15,29.21,57.72,70.259,1126,1,2,-0.001,0.7340000000000001,0.268,0.519,-0.133,3310341.0
Rickie Fowler,78.0,63.29,300.5,66.98,28.32,62.85,69.083,1832,1,9,0.852,1.875,0.378,0.408,0.349,6083197.0
Johnson Wagner,71.0,63.18,288.1,66.93,29.54,55.73,71.429,321,0,2,0.12,-0.336,-0.081,-0.08800000000000001,-0.287,685306.0
James Hahn,96.0,63.14,293.9,66.09,29.36,60.58,70.925,711,0,4,0.036000000000000004,0.26,0.177,0.016,0.03,1841314.0
Peter Malnati,91.0,63.1,282.3,62.48,28.4,61.5,71.399,182,0,0,0.451,-0.184,-0.262,-0.563,0.19,358541.0
Adam Hadwin,98.0,62.85,290.7,64.89,28.43,63.47,70.583,1347,1,5,0.409,0.64,0.003,0.183,-0.044,3455012.0
Russell Henley,99.0,62.79,297.6,67.32,28.99,57.22,70.027,1129,1,4,0.434,0.917,0.31,0.196,0.0,3413876.0
Danny Lee,93.0,62.72,291.1,66.1,28.81,55.43,70.86,697,0,4,0.247,0.325,0.037000000000000005,0.304,-0.263,1611331.0
Daniel Summerhays,100.0,62.69,286.9,63.02,28.97,56.76,71.197,348,0,1,0.11,0.146,-0.05,-0.062,0.051,826124.0
Jonathan Randolph,68.0,62.67,287.2,62.71,28.9,56.82,71.642,221,0,1,-0.076,-0.506,0.03,-0.221,-0.149,511032.0
Geoff Ogilvy,80.0,62.59,286.5,65.51,29.29,60.85,71.056,390,0,1,0.043,-0.152,-0.064,-0.327,0.196,867249.0
J.J. Henry,92.0,62.58,294.1,69.44,30.42,56.66,71.164,365,0,2,-0.43,-0.172,0.208,0.05,0.0,734874.0
Ian Poulter,72.0,62.55,283.5,64.46,28.44,67.36,70.045,760,0,2,0.025,0.936,-0.162,0.573,0.501,2098346.0
Brendan Steele,89.0,62.28,299.9,67.29,29.4,60.51,70.503,1226,1,4,-0.013,0.77,0.387,0.411,0.09,2907095.0
David Lingmerth,79.0,62.12,289.8,62.83,28.15,58.53,70.755,437,0,1,0.484,0.373,-0.032,0.054000000000000006,-0.031,1070754.0
Brian Harman,104.0,62.07,289.6,63.19,28.3,62.74,70.402,1557,1,7,0.6,0.581,0.015,-0.198,0.329,4396470.0
Brandt Snedeker,53.0,61.98,280.8,66.06,28.5,64.06,70.055,663,0,4,0.5720000000000001,0.862,-0.311,0.503,0.314,1625806.0
Fabián Gómez,61.0,61.81,285.1,64.69,29.15,58.67,71.61,168,0,0,-0.006,-0.407,0.022,-0.429,0.006,332352.0
Michael Thompson,60.0,61.72,284.8,63.69,28.88,58.74,71.207,278,0,1,0.84,-0.173,-0.431,-0.373,-0.208,568991.0
Nick Taylor,97.0,61.66,291.6,66.14,29.38,61.83,70.817,532,0,4,-0.191,0.151,0.168,0.053,0.121,1255259.0
Blayne Barber,77.0,61.62,291.2,67.61,29.08,55.8,71.163,381,0,1,0.402,0.013,0.041,-0.123,-0.306,823082.0
Patrick Cantlay,52.0,61.47,298.9,69.21,29.19,60.15,69.971,578,0,2,0.159,1.269,0.623,0.467,0.021,2049632.0
Pat Perez,93.0,61.46,290.6,66.04,28.66,63.38,70.25,1461,1,5,0.34600000000000003,0.877,-0.147,0.222,0.44,4361400.0
Sergio Garcia,65.0,61.08,300.9,69.73,29.38,61.39,69.596,1085,1,2,-0.311,0.941,0.795,0.378,0.182,3522476.0
Ryan Blaum,100.0,60.94,284.1,65.28,28.82,60.0,70.866,434,0,2,0.334,0.047,-0.198,-0.032,-0.057,962768.0
Rod Pampling,71.0,60.83,287.8,64.01,29.97,52.83,71.861,630,1,1,-0.518,-0.677,-0.11,-0.231,0.183,1539422.0
Troy Merritt,82.0,60.79,289.8,64.71,28.88,58.51,71.398,265,0,1,-0.017,-0.146,-0.118,-0.018000000000000002,-0.009000000000000001,569682.0
Brett Drewitt,57.0,60.73,286.4,64.78,29.36,59.23,72.13,95,0,0,-0.457,-1.035,-0.209,-0.314,-0.054000000000000006,184388.0
Billy Hurley III,80.0,60.57,276.9,63.61,28.76,58.78,71.176,333,0,1,0.374,0.11,-0.812,0.4320000000000001,0.117,719579.0
Shawn Stefani,72.0,60.53,294.0,67.48,29.28,59.55,70.983,188,0,1,-0.057,-0.043,0.01,-0.119,0.122,404377.0
Kevin Na,86.0,60.46,283.6,65.46,28.79,62.06,70.399,584,0,4,0.265,0.755,-0.406,0.631,0.28800000000000003,1728351.0
Mark Hubbard,81.0,60.41,282.7,65.39,29.5,58.57,71.87100000000002,124,0,0,-0.2,-0.7020000000000001,-0.539,0.101,-0.064,267968.0
Morgan Hoffmann,92.0,60.39,293.9,63.57,28.81,60.14,71.107,565,0,1,0.078,-0.06,0.165,-0.419,0.115,1278568.0
Rafa Cabrera Bello,63.0,60.33,291.0,62.6,28.8,60.74,70.693,615,0,4,0.473,0.101,-0.223,-0.171,0.068,1934675.0
Hudson Swafford,94.0,60.27,305.1,68.21,29.49,55.53,70.618,921,1,4,-0.005,0.314,0.454,0.202,-0.337,2246090.0
Cameron Percy,71.0,60.18,292.5,69.91,29.78,60.23,71.03,291,0,1,-0.205,-0.08199999999999999,-0.019,0.266,-0.123,623694.0
Jonas Blixt,74.0,60.1,288.8,61.51,28.16,58.56,71.283,578,1,1,0.536,-0.341,-0.3,-0.614,0.037000000000000005,1408288.0
Kelly Kraft,75.0,60.06,291.9,63.15,29.32,53.5,71.491,672,0,3,-0.157,-0.6809999999999999,-0.205,0.159,-0.479,1638045.0
Daniel Berger,91.0,60.02,296.5,66.93,28.73,62.8,70.12100000000001,1623,1,6,0.149,1.032,0.282,0.57,-0.09,4287161.0
Louis Oosthuizen,69.0,59.98,295.2,65.13,28.91,62.91,70.22,956,0,3,0.53,1.179,0.301,0.215,0.189,3105422.0
Mark Anderson,54.0,59.97,283.8,65.6,29.13,61.18,71.5,98,0,1,-0.016,-0.325,-0.149,-0.241,0.08199999999999999,188806.0
Sean O'Hair,84.0,59.91,297.2,66.19,29.06,57.52,70.801,707,0,5,0.107,0.422,0.252,0.118,-0.101,1873856.0
Bud Cauley,92.0,59.83,296.0,67.38,29.24,59.21,70.432,666,0,5,-0.273,0.561,0.264,0.588,-0.05,1553685.0
Anirban Lahiri,72.0,59.82,297.0,63.43,28.6,55.06,70.79899999999998,667,0,2,-0.336,-0.18600000000000005,0.234,-0.14300000000000002,0.059,1944289.0
Greg Chalmers,75.0,59.8,278.0,59.86,28.17,59.26,71.758,156,0,0,0.316,-0.5329999999999999,-0.496,-0.529,0.175,344631.0
Billy Horschel,88.0,59.8,299.5,68.19,29.86,54.47,70.832,1068,1,4,0.084,0.138,0.224,0.02,-0.324,2697960.0
Tyrone Van Aswegen,105.0,59.79,287.2,66.38,29.36,58.94,71.181,407,0,1,-0.32,-0.217,-0.067,0.084,0.085,806410.0
Michael Kim,94.0,59.71,289.6,65.68,28.96,58.81,70.707,483,0,1,0.229,0.247,-0.247,0.158,0.106,1018204.0
Sung Kang,104.0,59.65,296.4,66.07,29.08,56.98,70.49600000000002,798,0,3,0.154,0.478,0.255,0.251,-0.182,1943309.0
Mackenzie Hughes,106.0,59.63,294.3,64.74,29.07,58.64,71.044,974,1,2,0.4920000000000001,0.172,0.021,-0.404,0.063,2355553.0
Harold Varner III,101.0,59.61,302.4,67.68,29.69,56.94,70.96600000000002,375,0,1,-0.402,0.109,0.262,0.33,-0.081,918779.0
Bubba Watson,71.0,59.58,305.6,63.02,29.28,55.67,71.175,397,0,3,-0.187,0.116,0.647,-0.175,-0.201,1223129.0
Robert Garrigus,78.0,59.52,300.7,69.52,29.46,54.94,70.712,448,0,3,-0.456,0.253,0.422,0.477,-0.19,880905.0
Jordan Spieth,85.0,59.48,295.0,69.97,28.34,61.75,68.846,2671,3,8,0.278,1.988,0.321,0.8959999999999999,0.429,9433033.0
Scott Piercy,70.0,59.32,295.1,66.84,29.38,50.0,71.235,532,0,4,-0.526,-0.214,0.19,0.311,-0.25,1317452.0
Chad Collins,66.0,59.31,281.4,60.93,28.47,63.07,71.77,305,0,2,0.079,-0.454,-0.573,-0.254,0.294,693743.0
Jason Kokrak,95.0,59.26,305.7,66.97,29.99,54.9,70.961,490,0,1,-0.405,0.073,0.607,0.077,-0.226,1173708.0
J.T. Poston,95.0,59.24,294.8,65.69,28.79,59.62,70.982,340,0,1,-0.117,0.079,0.156,0.053,-0.062,662565.0
Gary Woodland,94.0,58.9,306.9,69.35,29.76,58.21,70.482,1052,0,5,-0.381,0.6920000000000001,0.431,0.5710000000000001,0.039,2980225.0
Jon Rahm,90.0,58.61,305.8,68.79,28.81,63.74,69.561,1754,1,7,0.256,1.871,0.949,0.515,0.057,6123248.0
Justin Rose,66.0,58.48,300.4,68.19,29.15,59.44,69.699,996,0,4,-0.063,1.268,0.5589999999999999,0.363,0.373,4245308.0
Brian Campbell,55.0,58.2,296.0,63.29,28.63,56.68,71.92399999999998,132,0,0,0.385,-0.428,0.063,-0.75,-0.126,237537.0
Branden Grace,70.0,58.19,290.6,66.2,29.36,61.28,70.862,510,0,2,-0.248,0.28300000000000003,0.18,0.173,0.165,1315054.0
Tag Ridings,67.0,58.18,301.6,65.91,29.19,57.73,71.176,237,0,1,0.203,0.03,0.295,-0.35600000000000004,-0.111,489927.0
Cameron Tringale,89.0,58.15,280.9,64.39,28.9,58.83,71.343,337,0,3,0.125,-0.14,-0.75,0.08900000000000001,0.396,792814.0
Bill Haas,92.0,58.05,292.3,67.28,29.09,63.1,70.01100000000001,946,0,3,0.055,0.763,-0.047,0.399,0.516,2842173.0
Bryson DeChambeau,91.0,58.04,299.1,65.77,29.15,57.65,70.866,836,1,2,-0.193,0.243,0.42,-0.02,-0.016,1817054.0
Wesley Bryan,95.0,57.89,279.6,60.92,28.12,61.5,71.062,1046,1,5,0.34,0.16699999999999998,-0.899,0.421,0.141,2495751.0
Retief Goosen,52.0,57.79,291.8,63.89,29.09,60.2,71.425,205,0,1,-0.425,-0.39,-0.001,0.009000000000000001,0.027000000000000003,414363.0
Charley Hoffman,112.0,57.72,298.3,66.13,29.0,56.78,70.351,1498,0,7,-0.012,0.78,0.586,0.349,-0.031,4161008.0
Xander Schauffele,96.0,57.68,306.3,67.74,29.1,56.95,70.163,988,1,3,0.402,0.7240000000000001,0.5539999999999999,0.011,-0.086,4312674.0
Marc Leishman,94.0,57.64,298.1,67.38,28.77,60.99,69.468,1324,1,5,0.35600000000000004,1.4240000000000002,0.319,0.41,0.337,5866391.0
Kevin Chappell,95.0,57.61,304.7,65.05,29.35,56.56,70.779,1015,1,4,-0.303,0.459,0.442,0.294,0.106,3149615.0
Hideki Matsuyama,83.0,57.61,302.9,69.14,28.96,61.25,69.624,2869,3,7,-0.345,1.058,0.508,0.758,0.34600000000000003,8380570.0
Bryce Molder,74.0,57.6,277.0,61.79,28.66,59.14,71.817,109,0,0,0.383,-0.846,-1.098,-0.431,0.301,216892.0
Robert Streb,98.0,57.58,294.3,65.19,29.13,58.91,70.7,577,0,2,0.003,0.078,-0.159,-0.07200000000000001,0.305,1588287.0
Tony Finau,106.0,57.53,309.2,68.96,29.26,59.38,69.987,1024,0,6,-0.133,1.147,0.826,0.39,0.065,2838629.0
Jhonattan Vegas,95.0,57.28,300.8,65.91,29.58,58.15,71.054,1023,1,3,-0.413,0.174,0.394,0.172,-0.06,2944738.0
Matt Jones,64.0,57.09,302.6,63.1,28.7,63.17,70.719,248,0,0,0.17,0.278,0.073,-0.468,0.503,510622.0
Scott Stallings,81.0,57.04,297.6,67.89,29.65,55.51,70.811,438,0,3,-0.32,0.02,0.049,0.375,-0.084,955337.0
Ryan Palmer,61.0,56.94,303.1,65.9,30.08,57.83,71.116,336,0,3,-1.159,-0.127,0.5329999999999999,0.555,-0.058,772560.0
Byeong Hun An,77.0,56.76,299.9,64.52,29.2,55.93,70.887,468,0,3,-0.375,0.617,0.524,0.369,0.071,1236090.0
Dominic Bozzelli,69.0,56.57,294.4,61.97,28.6,57.75,71.49,394,0,3,-0.033,-0.449,0.051,-0.342,-0.125,868519.0
Jamie Lovemark,98.0,56.54,304.5,65.94,28.87,60.11,70.391,787,0,4,-0.017,0.7090000000000001,0.319,0.183,0.258,1886972.0
Patrick Reed,107.0,56.52,295.3,62.09,28.33,60.92,70.453,896,0,3,0.5770000000000001,0.893,0.199,-0.049,0.25,3055111.0
Luke Donald,50.0,56.5,278.5,61.92,28.56,59.88,70.831,424,0,1,0.7040000000000001,0.047,-1.001,-0.078,0.422,958850.0
Dustin Johnson,77.0,56.44,314.4,69.61,29.0,62.63,69.54899999999999,2466,3,7,0.019,1.972,1.071,0.67,0.121,8732193.0
Brad Fritsch,56.0,56.4,288.3,64.21,29.54,56.42,71.855,74,0,0,-0.596,-0.7190000000000001,-0.4320000000000001,0.235,0.075,166440.0
Cameron Smith,86.0,56.26,292.6,63.14,28.52,58.64,70.90899999999998,847,1,4,0.084,0.502,-0.13,0.149,0.399,2123216.0
Nicholas Lindheim,58.0,56.19,287.1,65.67,29.25,56.65,72.205,93,0,0,0.336,-1.285,-0.733,-0.578,-0.311,175107.0
Grayson Murray,94.0,56.01,308.2,63.95,28.68,53.77,71.064,638,1,2,-0.08199999999999999,0.064,0.353,-0.032,-0.17600000000000002,1468728.0
Tom Hoge,54.0,55.99,285.1,66.06,28.72,60.14,71.32600000000002,187,0,2,0.019,-0.274,-0.35200000000000004,0.235,-0.17600000000000002,373092.0
Adam Scott,58.0,55.99,306.1,66.87,29.29,59.28,69.99600000000001,642,0,4,-0.097,1.0659999999999998,0.524,0.536,0.043,1695144.0
Jimmy Walker,68.0,55.97,295.7,63.75,28.86,57.92,71.155,439,0,1,0.135,0.355,-0.258,0.518,-0.123,1101162.0
Si Woo Kim,80.0,55.92,288.4,58.84,29.13,55.13,72.253,839,1,2,-0.392,-1.222,-0.236,-0.447,0.11,2681177.0
Andres Gonzales,73.0,55.75,299.2,67.71,29.06,61.85,71.112,226,0,1,0.023,0.02,-0.104,-0.08900000000000001,0.19,422078.0
Nick Watney,75.0,55.67,300.9,66.43,29.45,58.99,70.685,386,0,1,-0.113,0.171,-0.063,0.585,-0.238,824162.0
Luke List,102.0,55.63,311.5,69.1,29.52,56.33,70.428,741,0,3,-0.426,0.691,0.6,0.443,0.07400000000000001,1813219.0
Derek Fathauer,81.0,55.49,286.5,62.81,28.64,53.78,71.568,408,0,2,0.094,-0.647,-0.456,-0.136,-0.149,898491.0
Phil Mickelson,85.0,55.05,293.5,62.85,28.25,60.0,70.168,734,0,4,0.337,1.048,-0.058,0.5529999999999999,0.21600000000000005,2102599.0
Rory McIlroy,51.0,54.97,316.7,65.94,28.65,63.12,69.529,803,0,6,-0.304,1.212,0.965,0.322,0.095,2430182.0
Smylie Kaufman,76.0,54.79,304.8,65.26,29.24,55.18,71.432,316,0,1,-0.13699999999999998,-0.177,0.091,-0.059,-0.073,784758.0
Cody Gribble,79.0,54.77,297.2,62.7,28.53,54.74,71.581,514,1,2,0.461,-0.524,-0.338,-0.586,-0.061,1305554.0
Charles Howell III,86.0,54.72,296.9,67.01,29.11,62.63,70.37100000000002,1102,0,5,0.172,0.4920000000000001,0.016,0.223,0.081,2606383.0
Ernie Els,52.0,54.48,283.6,56.6,28.52,56.0,72.179,50,0,0,0.458,-0.685,-0.565,-0.504,-0.067,155926.0
Sebastián Muñoz,51.0,54.45,296.0,63.15,28.84,56.92,71.263,241,0,1,0.358,0.16899999999999998,0.031,-0.077,-0.14300000000000002,563900.0
Camilo Villegas,76.0,54.37,288.7,61.88,28.31,62.35,70.881,464,0,2,0.4,0.218,-0.524,0.107,0.235,971420.0
Ricky Barnes,100.0,54.32,284.9,63.53,28.62,60.1,71.221,324,0,0,0.26,-0.027000000000000003,-0.638,0.238,0.114,697624.0
Whee Kim,74.0,54.32,289.4,62.09,28.12,62.07,70.964,505,0,2,0.443,-0.232,-0.665,-0.14800000000000002,0.163,1125368.0
Stewart Cink,93.0,54.15,295.8,68.54,29.11,58.53,70.21300000000001,583,0,3,0.28600000000000003,1.043,-0.019,0.7929999999999999,-0.05,1463922.0
Brooks Koepka,88.0,54.14,310.5,62.28,28.32,56.2,69.847,1736,1,6,0.581,0.954,0.546,0.058,0.019,5612397.0
Justin Thomas,86.0,54.09,309.3,67.33,28.29,60.54,69.359,2689,4,9,0.332,1.724,0.452,0.738,0.289,9921560.0
Jason Day,71.0,53.73,306.3,63.98,28.22,59.04,70.115,756,0,3,0.354,1.109,0.311,-0.004,0.273,2978181.0
Charl Schwartzel,63.0,53.59,298.4,61.69,28.45,60.5,70.211,727,0,3,0.257,0.8029999999999999,-0.023,0.399,0.127,2156036.0
Seamus Power,86.0,53.27,298.1,65.63,28.46,63.43,70.543,350,0,1,0.174,0.5379999999999999,-0.067,0.202,0.229,646180.0
Gonzalo Fernandez-Castaño,63.0,53.26,292.1,62.2,28.41,64.3,71.484,118,0,0,0.489,-0.078,-0.375,-0.312,0.12,258162.0
Trey Mullinax,88.0,53.26,308.8,66.24,29.0,55.91,71.027,330,0,1,-0.057,-0.184,0.4270000000000001,-0.195,-0.16899999999999998,758141.0
Seung-Yul Noh,91.0,53.09,298.5,65.58,28.74,59.18,70.955,446,0,3,0.244,0.18600000000000005,-0.541,0.044,0.439,1080706.0
Patrick Rodgers,76.0,52.9,306.3,65.84,29.85,53.63,71.432,639,0,3,-0.066,-0.716,-0.044,-0.529,-0.077,1346322.0
Martin Flores,88.0,52.79,300.6,70.64,29.86,57.01,70.885,383,0,2,0.242,-0.015,-0.024,0.047,-0.28,830057.0
Patton Kizzire,84.0,52.54,293.0,63.52,29.09,54.31,71.598,519,0,3,-0.103,-0.578,-0.7440000000000001,0.29,-0.021,1110395.0
Kevin Tway,96.0,52.48,309.2,64.71,28.86,59.03,70.868,619,0,3,0.261,0.433,0.28800000000000003,-0.168,0.053,1472613.0
Brandon Hagy,85.0,52.46,312.7,64.5,29.06,60.16,70.875,419,0,1,0.109,0.293,0.459,-0.393,0.118,861227.0
Aaron Baddeley,61.0,52.25,292.6,62.57,28.49,59.9,71.483,325,0,2,0.044,-0.172,-0.782,0.256,0.31,755356.0
Carl Pettersson,63.0,51.94,280.2,57.91,28.34,53.91,72.419,74,0,0,0.172,-1.283,-1.123,-0.385,0.052000000000000005,164621.0
Ryo Ishikawa,56.0,51.92,288.8,63.29,28.86,57.84,71.99,148,0,1,-0.204,-1.132,-0.58,-0.328,-0.021,319748.0
